Rank,Name,Count,White,Black,API,AIAN,2+ Races,Hispanic
21553,Ostrow,1211,94.63%,(S),0.83%,(S),0.83%,3.39%
21568,Ohanian,1210,93.88%,0.00%,0.50%,0.00%,2.89%,2.73%
21583,Ollie,1209,20.43%,73.95%,(S),(S),2.65%,2.40%
21609,Ocañas,1207,5.22%,(S),0.00%,(S),(S),94.03%
21700,Oakland,1200,94.58%,0.75%,(S),(S),2.75%,1.50%
21717,O'Byrne,1198,93.57%,0.50%,1.00%,0.00%,0.92%,4.01%
21759,Ownbey,1195,95.48%,(S),0.50%,(S),1.42%,1.92%
21790,Ocker,1193,96.48%,(S),0.67%,(S),1.01%,1.26%
21926,Olcott,1184,95.44%,(S),1.27%,(S),1.86%,1.18%
21926,Overholser,1184,95.86%,(S),0.42%,(S),1.18%,2.20%
21972,Ost,1181,93.23%,0.42%,0.51%,1.27%,1.44%,3.13%
22026,Oberman,1177,94.05%,(S),1.10%,(S),1.87%,2.55%
22069,Offord,1174,30.83%,62.95%,1.11%,0.60%,2.64%,1.87%
22216,Oler,1161,88.80%,4.39%,(S),(S),2.41%,3.36%
22246,Osinski,1159,96.81%,(S),(S),(S),(S),2.42%
22421,Okon,1148,66.81%,27.96%,(S),(S),2.00%,1.92%
22516,Orso,1142,72.42%,7.62%,0.44%,8.06%,4.20%,7.27%
22543,Osbourn,1140,93.33%,1.93%,(S),(S),1.67%,1.67%
22618,Ogles,1135,89.25%,5.99%,(S),(S),2.11%,2.29%
22637,Oser,1134,94.09%,1.06%,0.53%,0.62%,0.88%,2.82%
22689,Oakman,1130,65.93%,29.38%,(S),(S),1.06%,2.65%
22689,Oregan,1130,95.22%,(S),1.42%,(S),0.88%,2.30%
22924,Okoye,1116,1.43%,95.07%,(S),(S),2.33%,0.81%
22978,Onstott,1113,92.99%,(S),0.81%,(S),1.08%,4.85%
23019,Oak,1110,67.66%,0.90%,25.50%,0.45%,2.43%,3.06%
23084,Ofori,1107,1.81%,94.58%,(S),(S),2.08%,0.99%
23100,Overland,1105,89.14%,1.27%,0.81%,3.53%,1.99%,3.26%
23167,Olavarría,1101,8.08%,0.54%,0.64%,(S),(S),90.37%
23185,Orsi,1100,91.64%,0.45%,1.00%,0.00%,1.36%,5.55%
23205,Olan,1099,16.74%,2.46%,6.37%,(S),(S),74.07%
23251,Oglesbee,1096,89.69%,4.74%,(S),(S),1.37%,2.74%
23386,O'Hair,1088,92.65%,1.19%,(S),(S),1.47%,3.58%
23500,Okonkwo,1081,1.67%,94.91%,(S),(S),2.59%,0.74%
23515,Olarte,1080,6.20%,(S),19.81%,(S),1.67%,71.94%
23532,Orem,1079,93.70%,1.85%,0.46%,0.65%,1.39%,1.95%
23647,Orlandi,1072,87.41%,(S),0.93%,(S),2.33%,8.49%
23662,Oregon,1071,7.66%,1.96%,(S),(S),0.47%,89.82%
23691,Obeso,1069,3.84%,(S),2.43%,0.47%,(S),93.17%
23737,Orengo,1066,7.69%,1.03%,(S),(S),0.56%,90.62%
23785,Olberding,1063,96.99%,(S),0.47%,1.03%,(S),1.13%
23978,Ooten,1052,89.92%,6.18%,0.48%,0.95%,1.14%,1.33%
24012,Oja,1050,90.67%,0.95%,1.90%,1.24%,2.48%,2.76%
24012,O'Riley,1050,86.19%,5.62%,1.05%,1.71%,1.33%,4.10%
24031,Osterhoudt,1049,94.28%,(S),0.67%,(S),1.43%,2.96%
24064,Oertel,1047,95.03%,(S),0.76%,(S),1.05%,2.58%
24075,Olenick,1046,95.89%,(S),0.96%,(S),0.57%,2.20%
24090,Onan,1045,95.31%,0.96%,0.57%,0.48%,1.44%,1.24%
24112,Over,1044,87.55%,6.23%,(S),(S),2.11%,3.35%
24237,Old,1035,94.20%,1.16%,(S),(S),1.35%,2.51%
24352,Ollison,1029,12.63%,81.15%,(S),(S),3.89%,1.94%
24352,Ord,1029,92.13%,2.82%,0.97%,0.00%,1.94%,2.14%
24370,Okun,1028,94.55%,1.07%,1.17%,(S),(S),2.04%
24466,Ottaviano,1023,93.45%,0.78%,(S),(S),0.59%,4.20%
24499,Orsak,1021,95.49%,(S),(S),(S),0.49%,3.13%
24572,Ouimette,1017,94.10%,(S),(S),(S),1.87%,2.95%
24608,Ormiston,1015,96.06%,(S),0.59%,(S),1.87%,1.38%
24838,Osorto,1002,1.30%,0.90%,(S),0.00%,(S),97.60%
24855,Osoria,1001,3.90%,0.90%,(S),0.00%,,
